,speaker,content,block,session,labels_h,labels
2739,Nasty,Did you finish all the… blood?,0,1904,statement,0
2740,Stefani,"Well, yes.",0,1904,statement,0
2741,Zheny,And are you ready for tomorrow?,0,1904,statement,0
2742,Stefani,Hm?,0,1904,statement,0
2743,Zheny,Are you ready for tomorrow?,0,1904,statement,0
2744,Stefani,I finished today’s for tomorrow. It’s still not finished – we’ll say halfway.,0,1904,statement,0
2745,Dash,We need to get up early… I have //bio…because I have to give [UI] blood.,0,1904,statement,0
2746,Stefani,It says in the assignment: blood samples at seven forty.,0,1904,question,4
2747,Dash,You won’t have time to take…,0,1904,statement,0
2748,Stefani,At seven forty.,0,1904,statement,0
2749,Zhenya to Dash,What do you have?,0,1904,disruption,1
2750,Dash,I have the components [SL] for the methodology for [UI],0,1904,question,4
2751,Zheny,And we need the first what? Ingredient?,0,1904,question,4
2752,Dash,Mhm. Blood.,0,1904,disruption,1
2753,Stefani,"And there will be saliva tomorrow too, right?",0,1904,disruption,1
2754,Dash,Yes.,0,1904,statement,0
2755,Zheny,"At seven forty, there…",0,1904,statement,0
2756,Dash,"Well, saliva is…",0,1904,statement,0
2757,Stefani,"Well, for composition, meaning, the saliva you make…",0,1904,statement,0
2758,Dash,Yes.,0,1904,disruption,1
2759,Zheny,Then let’s start at seven.,0,1904,statement,0
2760,Dash,"Well, by seven, yes, we need split up.",0,1904,question,4
2761,Nasty,When? Get up at six thirty? At six?,0,1904,disruption,1
2762,Stefani,//At six thirty.,0,1904,statement,0
2763,Zheny,"//Well, to have time. Can we [UI] tomorrow?",0,1904,statement,0
2764,Dash,After saliva. I’ll give them saliva. There’s also… saliva at two.,0,1904,statement,0
2765,Stefani,"Well, just the four of us, and the guys can’t.",0,1904,statement,0
2766,Zheny,There we go again. We don’t count anymore.,0,1904,statement,0
2767,Nasty,And we don’t need to do it?,0,1904,statement,0
2768,Stefani,You are the day after tomorrow.,0,1904,statement,0
2769,Zheny,"//Well, then let’s get up at seven, and slowly…",0,1904,statement,0
2770,Dash,//[UI],0,1904,disruption,1
2771,Nasty,What-what?,0,1904,disruption,1
2772,Zheny,Yes.,0,1904,statement,0
2773,Dash,So everything is faster.,0,1904,backchannel,2
2774,Zheny,"The only thing is – then before seven all those [SL] TM, THM there, all those… Med checks need to happen right away. We’ll wake up at quarter till and everyone will do that… And we also have to do urine.",0,1904,statement,0
2775,Nasty,[SL] What about urine for Alik and I?,0,1904,statement,0
2776,Zheny,What about it?,0,1904,question,4
2777,Dash,"What, [SL] do we pour the urine into something?",0,1904,question,4
2778,Stefani,That would be hard to [SL] cystitis…,0,1904,statement,0
2779,Nasty,"No, well, I can do it if I need to…",0,1904,statement,0
2780,Zheny,"No, I’ll do it without any beakers…",0,1904,statement,0
2781,Stefani,Right into a syringe…,0,1904,statement,0
2782,Nastya to Dash,And when do you want to start the composition [for saliva]?,0,1904,statement,0
2783,Dash,At seven.,0,1904,statement,0
2784,Nasty,"Oh, then I’ll get up at six thirty.",0,1904,backchannel,2
2785,Zheny,Why?,0,1904,question,4
2786,Stefania to Nasty,You don’t need to do that.,0,1904,statement,0
2787,Nasty,I’m going to help her.,0,1904,statement,0
2788,Stefani,"Ah, are you helping?",0,1904,statement,0
2789,Nasty,So it’s faster.,0,1904,statement,0
2790,Stefani,"Electrodes,. all of that?",0,1904,question,4
2791,Nasty,Mhm.,0,1904,statement,0
2792,Dash,You’ll do that for me tomorrow…,0,1904,statement,0
2793,Stefani,Okay.,0,1904,statement,0
2794,Dash,I don’t remember who the operator is behind the program…,0,1904,statement,0
2795,Stefani,Okay.,0,1904,statement,0
2796,Dash,Maybe it’s even you.,0,1904,statement,0
2797,Zheny,"Well, all of this is critical tomorrow… Basically, [UI] in your hands… The main thing is to eat… Let everything else shift…",0,1904,question,4
2798,Dash,"Well, we can’t eat until we give blood.",0,1904,statement,0
2799,Zheny,"Well, that’s why… essentially…",0,1904,statement,0
2800,Stefani,"Yes, we’ll have time… Tomorrow we don’t need to rush anywhere. Breakfast is recorded [UI]. But we’ll make it to breakfast.",0,1904,question,4
2801,Nasty,"That’s at eight twenty, I think, right?",0,1904,statement,0
2802,Stefani,Yes.,0,1904,statement,0
2803,Zheny,"No, I mean about our bodies. I didn’t say anything about the sound. We’ll see. We’ll warn them there is little time, and anything else…",0,1904,question,4
2804,Nasty,They’ll be woozy in the tunnel after giving blood.,0,1904,floor-grabber,3
2805,Zheny,Pale.,0,1904,statement,0
2806,Nasty,"Curdled milk, curds…",0,1904,statement,0
2807,Stefani,I think we’re already trained. We can produce it really fast now…//[UI],0,1904,statement,0
2808,Zheny,"//Well, I think, yes. Everything is different for us.",0,1904,question,4
2809,Nasty,Are we on duty tomorrow?,0,1904,floor-grabber,3
2810,Stefani,Hm?,0,1904,question,4
2811,Nasty,"Yeah, tomorrow we’re on duty… I’ll get it from you in the morning…",0,1904,floor-grabber,3
2812,Stefani,"Yes, yes we’ll have time.",0,1904,statement,0
2813,Dash,I feel like we’ve talked so much but this video won’t end.,0,1904,statement,0
2814,Ali,"Well, it’s fourteen minutes…",0,1904,backchannel,2
2815,Zheny,"No, it’s all good…",0,1904,question,4
2816,Nasty,We remember everything. Don’t think we’re ignoring it. We’ve just already memorized these instructions.,0,1904,statement,0
2817,Dash,We need seven minutes to complete the assignment.,0,1904,question,4
2818,Stefani,Yes.,0,1904,statement,0
2819,Nasty,Everyone awake over there in Chicago yet?,0,1904,statement,0
2820,Dash,I don’t think so… They’re also sitting… Shivering.,0,1904,statement,0
2821,Zheny,"No, I think Maximillian is just now parking his bike… With a lock…",0,1904,statement,0
2822,Ali,He is saying that Max is parking his bicycle. He is running upstairs to the video room.,0,1904,statement,0
2823,Rya,Run! Run!,0,1904,statement,0
2824,Dash,That’s dangerous.,0,1904,statement,0
2825,Nasty,Soapy nuts?,0,1904,statement,0
2826,Stefani,"Ryan, did you run?",0,1904,backchannel,2
2827,Rya,No.,0,1904,backchannel,2
2828,Stefani,You didn’t? Will you go tonight? Afterwards?,0,1904,statement,0
2829,Rya,"Yes, //after.",0,1904,statement,0
2830,Nasty,Yes.,0,1904,question,4
2831,Stefani,You’re on [UI]?,0,1904,question,4
2832,Rya,Yeah.,0,1904,question,4
2833,Ali,Done?,0,1904,statement,0
2834,Zheny,Mhm.,0,1904,question,4
2835,Ali,"Okay, next, there is a folder on the desktop: “Crew Data.” Crew Data and then Project Red, and in there [SL] Utopia Plantation V3. These videos. This is about what we’re doing today.",0,1904,statement,0
2836,Dash,"Oh, I saw the picture…",0,1904,statement,0
2837,Ali,"Ryan, did you get that?",0,1904,question,4
2838,Rya,Yeah.,0,1904,statement,0
2839,Dash,[UI],0,1904,statement,0
2840,Ali,Our friends.,0,1904,floor-grabber,3
2841,Nasty,Maxwell.,0,1904,statement,0
2842,Zheny,Mine won’t load.,0,1904,question,4
2843,Stefani,"Mhm.. It’s like they are doing a direct connection. So, it’s lagging…",0,1904,statement,0
2844,Zheny,Well I can see Maxim on Ryan’s screen. He has appeared.,0,1904,statement,0
2845,Rya,Server is overloaded.,0,1904,floor-grabber,3
2846,Ali,Mine is working. Yours is not?,0,1904,floor-grabber,3
2847,Dash,Everything is fine.,0,1904,floor-grabber,3
2848,Zheny,They only appeared recently for me. And it’s still loading.,0,1904,statement,0
2849,Stefania to Nasty,"Same thing, right?",0,1904,question,4
2850,Zheny,"Well, it doesn’t matter.",0,1904,floor-grabber,3
2851,Ali,"Well, I will tell them.",0,1904,disruption,1
2852,Nasty,It’s the same thing. Introduction is the same thing. They scroll and then… This cut out and then they give a new text based on new locations. Like we recorded everything at the very beginning…,0,1904,statement,0
2853,Stefani,"Well, I don’t have any text, so…",0,1904,question,4
2854,Nasty,You don’t have anything?,0,1904,statement,0
2855,Zheny,"Oh, I just saw Maxim appear.",0,1904,statement,0
2856,Ali,Oh.,0,1904,question,4
2857,Stefani,"Well, sort of, yes, //just one word at a time.",0,1904,backchannel,2
2858,Zheny,//And it froze.,0,1904,floor-grabber,3
2859,Stefani,"Apparently, Zhenya and I have the same data transfer channel… Which doesn’t work.",0,1904,question,4
2860,Zheny,"Mhm… Well, Ryan’s is frozen too…",0,1904,statement,0
2861,Rya,Maxwell…,0,1904,question,4
2862,Stefani,Maybe someone can summarize for us later?,0,1904,statement,0
2863,Dash,Everything is fine. They’re alive and healthy they say.,0,1904,floor-grabber,3
2864,Ali,Smiling.,0,1904,question,4
2865,Zheny,"Asking for pumps again, probably…  those jocks.",0,1904,statement,0
2866,Ali,Pumps and stones.,0,1904,statement,0
2867,Stefani,//[UI],0,1904,disruption,1
2868,Ali,"//Ryan, you don’t have it either?",0,1904,statement,0
2869,Rya,It’s freezing [UI],0,1904,question,4
2870,Ali,"You, Zhenya and Stefania?",0,1904,statement,0
2871,Stefani,Yes.,0,1904,statement,0
2872,Ali,I will tell them about this.,0,1904,statement,0
2873,Dasha to Ali,Why don’t you listen to them?,0,1904,floor-grabber,3
2874,Ali,I see them.,0,1904,statement,0
2875,Zheny,[UI],0,1904,statement,0
2876,Ali,I’m reading their lips.,0,1904,question,4
2877,Nasty,Reading their lips…,0,1904,floor-grabber,3
2878,Zheny,At least I know who is who now. Maxwell – structural geologist.,0,1904,statement,0
2879,Ali,He said it for the fourth time.,0,1904,question,4
2880,Zheny,I’m slowly starting to learn.,0,1904,statement,0
2881,Nasty,I like her glasses. //Cool frames.,0,1904,statement,0
2882,Ali,//[UI],0,1904,disruption,1
2883,Stefani,"Yeah, I like them too.",0,1904,statement,0
2884,Zheny,Whose?,0,1904,statement,0
2885,Nasty,Sheila’s. Sedimentologist.,0,1904,disruption,1
2886,Ali,//Crooked neck?,0,1904,statement,0
2887,Zheny,We also have Max.,0,1904,statement,0
2888,Nasty,"I say “Sheila Christy,” and he says: “crooked neck?” [evidently someone thought these two phrases sound similar in Russian]",0,1904,statement,0
2889,Ali,"Well, okay.",0,1904,statement,0
2890,Stefani,"Well there is something about her, //[UI]",0,1904,statement,0
2891,Nasty,Something with her neck…,0,1904,statement,0
2892,Ali,"Crooked, crooked neck…",0,1904,floor-grabber,3
2893,Stefani,I wonder how old she is.,0,1904,question,4
2894,Ali,The one with glasses…,0,1904,question,4
2895,Stefani,Can I still say she’s [SL] hot?,0,1904,statement,0
2896,Zheny,I think it’s too early.,0,1904,disruption,1
2897,Nasty,"So the name is Sheila Christian of the girl, and he was: “crooked neck.”",0,1904,floor-grabber,3
2898,Ali,I misheard. I didn’t know what she said.,0,1904,disruption,1
2899,Nasty,[UI],0,1904,floor-grabber,3
2900,Zheny,"Oh, Max changed for me… Hanna…",0,1904,statement,0
2901,Dash,Want me to tell you what will happen?,0,1904,statement,0
2902,Zheny,Who? Me?,0,1904,question,4
2903,Dash,I’m already on the last one.,0,1904,statement,0
2904,Ali,Spoiler.,0,1904,question,4
2905,Nasty,"Oh, a new one! This, this one…",0,1904,question,4
2906,Zheny,Which glasses? Hanna’s?,0,1904,question,4
2907,Stefani,"No, Shi Christina’s.",0,1904,statement,0
2908,Zheny,[UI],0,1904,statement,0
2909,Ali,Sheila.,0,1904,statement,0
2910,Stefani,I like the name Hanna.,0,1904,floor-grabber,3
2911,Zheny,It’s German.,0,1904,statement,0
2912,Dash,"Your little – Japan… oy, Chinese woman from Mars.",0,1904,question,4
2913,Zheny,"Ah, is she also Hanna?",0,1904,disruption,1
2914,Stefani,Yes?,0,1904,question,4
2915,Zheny,Maintenance specialist. I will understand who to write “OK” to there.,0,1904,statement,0
2916,Stefani,"Oh, did that change already?",0,1904,question,4
2917,Zheny,His name was Valery.,0,1904,statement,0
2918,Dash,Not everyone said that…,0,1904,floor-grabber,3
2919,Zheny,Drilling specialist.,0,1904,floor-grabber,3
2920,Ali,"Mhm, that’s ours.",0,1904,floor-grabber,3
2921,Zheny,Mhm… drilling.,0,1904,statement,0
2922,Ali,She is the most fun.,0,1904,statement,0
2923,Zheny,Mhm.,0,1904,statement,0
2924,Nasty,"Ok, what do we need next?",0,1904,question,4
2925,Ali,"Next, in the same folder we launch the program called ‘Project Red Design.’ So, in the same folder you click on that link.",0,1904,statement,0
2926,Stefani,//Can I take off my headphones?,0,1904,question,4
2927,Zheny,"Project Red Design, right?",0,1904,statement,0
2928,Ali,"Project Red Design, yes.",0,1904,statement,0
2929,Nasty,And what was the password there?,0,1904,statement,0
2930,Stefani,This long one that we all wanted to copy down…,0,1904,question,4
2931,Ali,"Zhenya, I think Ryan kept the password for you last time, so you wouldn’t need to type it again.",0,1904,statement,0
2932,Stefani,//Yes.,0,1904,floor-grabber,3
2933,Zheny,//Yes?,0,1904,disruption,1
2934,Ali,"Yes, //now it will be easier.",0,1904,question,4
2935,Zheny,//But where?,0,1904,statement,0
2936,Stefani,Where is it written?,0,1904,statement,0
2937,Rya,You remember? Let me see.,0,1904,statement,0
2938,Zheny,[UI],0,1904,question,4
2939,Nasty,And what’s the login?,0,1904,question,4
2940,Ali,"Yes, it’s CON or something…",0,1904,question,4
2941,Stefani,"Here, here, here…",0,1904,floor-grabber,3
2942,Dash,Open the presentation. The presentation //has everything.,0,1904,disruption,1
2943,Nasty,//I know. I was just too lazy to stretch.,0,1904,disruption,1
2944,Dash,"No, not here. The presentation on the computer in the same folder //[UI].",0,1904,floor-grabber,3
2945,Zheny,//Right here…,0,1904,question,4
2946,Nasty,[UI],0,1904,statement,0
2947,Zheny,[UI],0,1904,statement,0
2948,Stefani,What is the //input data?,0,1904,question,4
2949,Ali,//Everyone logged in?,0,1904,statement,0
2950,Zheny,//Not yet.,0,1904,statement,0
2951,Dash,Seventeen forty-nine.,0,1904,question,4
2952,Ali,Correct.,0,1904,statement,0
2953,Stefani,Correct?,0,1904,question,4
2954,Ali,That is our square today.,0,1904,statement,0
2955,Stefani,How did Dasha know?,0,1904,floor-grabber,3
2956,Zheny,Oh how.,0,1904,statement,0
2957,Ali,"Seventeen forty-nine, yes.",0,1904,disruption,1
2958,Stefani,//I’m getting a little scared.,0,1904,statement,0
2959,Ali,//The first thing is writing to them to establish contact.,0,1904,statement,0
2960,Nasty,What do we write?,0,1904,disruption,1
2961,Ali,Just write something so it goes to them…,0,1904,statement,0
2962,Nasty,"Create coordinates first, probably, no?",0,1904,floor-grabber,3
2963,Ali,"No. First is contact. Send that out, because we have a five-minute delay. And then the coordinates.",0,1904,statement,0
2964,Nasty,And who do we write to?,0,1904,question,4
2965,Dash,Write to Maxwell.,0,1904,statement,0
2966,Zheny,"Oh, thank you, Ryan.",0,1904,statement,0
2967,Rya,Mhm.,0,1904,statement,0
2968,Ali,"Okay. When you log in, Zhenya, write to someone and then you can go to the square.",0,1904,statement,0
2969,Zheny,To who?,0,1904,floor-grabber,3
2970,Dash,//[UI],0,1904,disruption,1
2971,Ali,//Write to your team.,0,1904,statement,0
2972,Zheny,Start the chat?,0,1904,statement,0
2973,Ali,Ryan.,0,1904,question,4
2974,Zheny,"Ah, hydrogeologist – Ryan?",0,1904,question,4
2975,Ali,I don’t know who you have.,0,1904,disruption,1
2976,Stefani,Ryan is meteorologist.,0,1904,statement,0
2977,Zheny,"Meteorologist… So, we write to each other, right?",0,1904,statement,0
2978,Nasty,"//Robotics is us, I think, right?",0,1904,floor-grabber,3
2979,Dash,//[UI],0,1904,disruption,1
2980,Zheny,"Ah, do we write to these guys?",0,1904,floor-grabber,3
2981,Ali,"Yes, robotics. //We can’t write to a whole team.",0,1904,statement,0
2982,Nasty,//[UI]. Your own?,0,1904,statement,0
2983,Ali,"Yes, you can’t write to your own team.",0,1904,statement,0
2984,Nasty,Then we write to the geologists?,0,1904,question,4
2985,Ali,We can just write to her individually.,0,1904,statement,0
2986,Zheny,Structural is not ours?,0,1904,disruption,1
2987,Nasty,But this one… //Maxwell.,0,1904,statement,0
2988,Rya,//[UI],0,1904,disruption,1
2989,Zheny,"I can write, yes?",0,1904,statement,0
2990,Nasty,Yes.,0,1904,statement,0
2991,Ali,"Yes, write.",0,1904,question,4
2992,Nasty,"Maxwell, hi.",0,1904,question,4
2993,Zheny,//[UI],0,1904,disruption,1
2994,Nasty,//Who are you writing to?,0,1904,statement,0
2995,Ali,Valeria.,0,1904,question,4
2996,Nasty,The drilling specialist?,0,1904,statement,0
2997,Ali,"Yes, she’s ours.",0,1904,statement,0
