Unnamed: 0,speaker,content,block,session,__index_level_0__,input_ids,token_type_ids,attention_mask,logits,labels_h,labels
185,Will," Yes. That is, you will remove it and there will be no more.",0,13,185,"[array([ 101, 2748, 1012, 2008, 2003, 1010, 2017, 2097, 6366, 2009, 1998,
        2045, 2097, 2022, 2053, 2062, 1012,  102,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.605102  -5.718696  -7.902162  -7.7662077 -8.362072 ],statement,0
186,Ashley, Oh! Somebody has responded.,0,13,186,"[array([ 101, 2821,  999, 8307, 2038, 5838, 1012,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.613639  -5.7163835 -7.943563  -7.768436  -8.32373  ],statement,0
187,Oleg," Now, in fact…",0,13,187,"[array([ 101, 2085, 1010, 1999, 2755, 1529,  102,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.615498  -5.721749  -7.90819   -7.7634387 -8.28403  ],statement,0
188,Ashley," So they’ll say they don’t have the operations specialist and the maintenance specialist yet, but they’ll continue without them. Hold on.",0,13,188,"[array([ 101, 2061, 2027, 1521, 2222, 2360, 2027, 2123, 1521, 1056, 2031,
        1996, 3136, 8325, 1998, 1996, 6032, 8325, 2664, 1010, 2021, 2027,
        1521, 2222, 3613, 2302, 2068, 1012, 2907, 2006, 1012,  102],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]",[ 5.6022754 -5.711577  -7.8686695 -7.7439246 -8.359337 ],statement,0
189,Vika, They haven’t woken up yet.,0,13,189,"[array([  101,  2027,  4033,  1521,  1056, 22795,  2039,  2664,  1012,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.612182  -5.7156157 -7.932681  -7.768864  -8.334002 ],statement,0
190,Ashley, It’s very early there.,0,13,190,"[array([ 101, 2009, 1521, 1055, 2200, 2220, 2045, 1012,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.6134567 -5.7154927 -7.9312353 -7.771267  -8.321518 ],statement,0
191,Vika," It’s so difficult, waking up, yes?",0,13,191,"[array([  101,  2009,  1521,  1055,  2061,  3697,  1010, 12447,  2039,
         1010,  2748,  1029,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[-3.2486346 -4.9442506 -6.7322445 -7.0339203  3.0555694],question,4
192,Ashley," Oh, operations specialist just arrived, they are saying here. Well, they carry on anyway. Cool.",0,13,192,"[array([ 101, 2821, 1010, 3136, 8325, 2074, 3369, 1010, 2027, 2024, 3038,
        2182, 1012, 2092, 1010, 2027, 4287, 2006, 4312, 1012, 4658, 1012,
         102,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.607699  -5.713192  -7.90259   -7.7563167 -8.35551  ],statement,0
193,Vika, Poor guys.,0,13,193,"[array([ 101, 3532, 4364, 1012,  102,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.619448  -5.7175875 -7.9357    -7.752587  -8.2853365],statement,0
194,Ashley, Maintenance specialist? That’s on my team.,0,13,194,"[array([ 101, 6032, 8325, 1029, 2008, 1521, 1055, 2006, 2026, 2136, 1012,
         102,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[-3.2486005 -4.9445148 -6.732033  -7.033832   3.0556383],question,4
195,Will, Hm?,0,13,195,"[array([  101, 20287,  1029,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[-3.2489681 -4.9441385 -6.7322974 -7.0335283  3.0553977],question,4
196,Ashley, They said that the maintenance specialist still hasn’t come. That’s on my team.,0,13,196,"[array([ 101, 2027, 2056, 2008, 1996, 6032, 8325, 2145, 8440, 1521, 1056,
        2272, 1012, 2008, 1521, 1055, 2006, 2026, 2136, 1012,  102,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.607157 -5.714416 -7.90691  -7.768997 -8.351352],statement,0
197,Vika," Because…you mean, because he is late?",0,13,197,"[array([ 101, 2138, 1529, 2017, 2812, 1010, 2138, 2002, 2003, 2397, 1029,
         102,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[-3.2485194 -4.9443693 -6.7321177 -7.0338655  3.055717 ],question,4
198,Ashley, No. Human factors I have.,0,13,198,"[array([ 101, 2053, 1012, 2529, 5876, 1045, 2031, 1012,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.611838  -5.715666  -7.9464817 -7.773807  -8.326788 ],statement,0
199,Vika, [SL] Oh! I’m sorry.,0,13,199,"[array([  101,  1031, 22889,  1033,  2821,   999,  1045,  1521,  1049,
         3374,  1012,   102,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.5929084 -5.719521  -7.921558  -7.8277855 -8.296751 ],statement,0
200,Ashley," How do you say: “I’m always late”? Okay, like, 50% of the time.",0,13,200,"[array([ 101, 2129, 2079, 2017, 2360, 1024, 1523, 1045, 1521, 1049, 2467,
        2397, 1524, 1029, 3100, 1010, 2066, 1010, 2753, 1003, 1997, 1996,
        2051, 1012,  102,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[-3.2486238 -4.9442024 -6.732223  -7.0340734  3.0555747],question,4
201,Vika, Let’s concentrate on the task. Okay?,0,13,201,"[array([  101,  2292,  1521,  1055, 10152,  2006,  1996,  4708,  1012,
         3100,  1029,   102,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[-3.2487123 -4.944415  -6.7321334 -7.033772   3.0555441],question,4
202,Will, They are saying that thirty-one thirty is better for the geologist.,0,13,202,"[array([  101,  2027,  2024,  3038,  2008,  4228,  1011,  2028,  4228,
         2003,  2488,  2005,  1996, 21334,  1012,   102,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.6085224 -5.714069  -7.9040527 -7.7583046 -8.350706 ],statement,0
203,Oleg, //Thirty-one thirty?,0,13,203,"[array([ 101, 1013, 1013, 4228, 1011, 2028, 4228, 1029,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[-3.2485592 -4.9435296 -6.732437  -7.0349793  3.0554135],question,4
204,Ashley, //Did they say why?,0,13,204,"[array([ 101, 1013, 1013, 2106, 2027, 2360, 2339, 1029,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[-3.247965  -4.9433513 -6.731562  -7.036264   3.0559936],question,4
205,Salah, They said what?,0,13,205,"[array([ 101, 2027, 2056, 2054, 1029,  102,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[-3.248685  -4.9443603 -6.732377  -7.0333967  3.0556161],question,4
206,Will," When we checked…thirty-one thirty, they are saying that they are looking more at that one right now.",0,13,206,"[array([ 101, 2043, 2057, 7039, 1529, 4228, 1011, 2028, 4228, 1010, 2027,
        2024, 3038, 2008, 2027, 2024, 2559, 2062, 2012, 2008, 2028, 2157,
        2085, 1012,  102,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.6007614 -5.7114887 -7.8655705 -7.752091  -8.357616 ],statement,0
207,Oleg," It is, in general, 60% loss.",0,13,207,"[array([ 101, 2009, 2003, 1010, 1999, 2236, 1010, 3438, 1003, 3279, 1012,
         102,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.6102815 -5.7166348 -7.9264517 -7.77052   -8.3395   ],statement,0
208,Vika, And water is dirty.,0,13,208,"[array([ 101, 1998, 2300, 2003, 6530, 1012,  102,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.6162753 -5.7143645 -7.9401956 -7.762505  -8.316068 ],statement,0
209,Ashley, Was it only for one person…,0,13,209,"[array([ 101, 2001, 2009, 2069, 2005, 2028, 2711, 1529,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.6117206 -5.7209015 -7.888205  -7.7643123 -8.3047905],statement,0
210,Will," Yes, for now.",0,13,210,"[array([ 101, 2748, 1010, 2005, 2085, 1012,  102,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.615808  -5.714165  -7.944617  -7.7682786 -8.313085 ],statement,0
211,Ashley, Because if it is for everyone else //better in the other…,0,13,211,"[array([ 101, 2138, 2065, 2009, 2003, 2005, 3071, 2842, 1013, 1013, 2488,
        1999, 1996, 2060, 1529,  102,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.602398  -5.7260346 -7.88164   -7.7932434 -8.331341 ],statement,0
212,Vika, //Thirty-seven thirteen is much better.,0,13,212,"[array([ 101, 1013, 1013, 4228, 1011, 2698, 7093, 2003, 2172, 2488, 1012,
         102,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.6123357 -5.7128477 -7.929859  -7.7595873 -8.34372  ],statement,0
213,Oleg, //If we enter here…,0,13,213,"[array([ 101, 1013, 1013, 2065, 2057, 4607, 2182, 1529,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.6107035 -5.6936255 -7.9101043 -7.786655  -8.316993 ],statement,0
214,Ashley," //Yes, for me too.",0,13,214,"[array([ 101, 1013, 1013, 2748, 1010, 2005, 2033, 2205, 1012,  102,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]",[ 5.6119847 -5.709532  -7.9323406 -7.7630816 -8.354849 ],statement,0
