,speaker,content,session,BC_Trans_Preds
1620,Alik, // r-e-p-l-y.,1902,statement
1621,Ryan to Zhenya, //What do you have here?,1902,question
1622,Zhenya," Everything’s fine, I’m counting.",1902,statement
1623,Natasha, //[UI],1902,disruption
1624,Ryan, //[UI],1902,disruption
1625,Nastya, //[UI],1902,disruption
1626,Alik, Please reply and that’s it.,1902,statement
1627,Dasha, This question?,1902,question
1628,Alik, Yes. Please reply.,1902,statement
1629,Nastya to Dasha, //Can you pass the nuts?,1902,question
1630,Ryan to Zhenya, //[UI],1902,disruption
1631,Natasha, And I’ll have ice cream.,1902,statement
1632,Nastya," Yeah, no one has eaten ice cream. Get that out.",1902,statement
1633,Dasha," Yeah, I forgot about it.",1902,statement
1634,Nastya, I thought you… didn’t like it.,1902,statement
1635,Dasha," No, I like it. //I just didn’t want to eat it yesterday before training.",1902,statement
1636,Nastya, When I ate it my throat started to swell…,1902,disruption
1637,Ryan to Zhenya, //[UI],1902,disruption
1638,Dasha, //[UI],1902,disruption
1639,Alik, So there are fifteen minutes left.,1902,statement
1640,Zhenya, Thank God.,1902,statement
1641,Dasha, We don’t have to do all this. We can place our checkmarks and that’s it.,1902,statement
1642,Alik," Well, when is time there…",1902,floor-grabber
1643,Zhenya, I was completely ready by the fifth minute already.,1902,statement
1644,Alik, To place a checkmark?,1902,question
1645,Zhenya," Yes. Basically, what’s up",1902,floor-grabber
1646,Natasha, I have such an important job. I need to fill out four graphs.,1902,statement
1647,Dasha," Mhm, poor thing… But why did it… I only just saw the message, but then I asked her again?",1902,question
1648,Alik," Well, it’s five minutes, remember? There and five minutes back. So, ten minutes.",1902,statement
1649,Natasha, Where did you see that?,1902,question
1650,Dasha, She wrote me in private chat.,1902,statement
1651,Natasha, And what is she writing?,1902,question
1652,Dasha, It was sent twenty-five minutes in.,1902,statement
1653,Natasha, What does it mean?,1902,question
1654,Dasha, Alik.,1902,statement
1655,Zhenya," Don’t be rude yet, but start to…",1902,floor-grabber
1656,Alik," No, she wrote // “I am writing to you”.",1902,statement
1657,Dasha, //[UI],1902,disruption
1658,Alik, Yes.,1902,statement
1659,Natasha, Lunch.,1902,statement
1660,Zhenya, Breakfast.,1902,statement
1661,Alik," She wrote on minute twenty-five. That makes sense. So, we have to wait another ten minutes for her to answer if she answers immediately. But that’s no guarantee.",1902,statement
1662,Dasha," So, and now ask what we are doing the first twenty-five minutes.",1902,statement
1663,Nastya , We still have everything…,1902,floor-grabber
1664,Alik, We’re cooking nuts.,1902,statement
1665,Zhenya, //Eating ice cream.,1902,statement
1666,Nastya," //Still negative, dang.",1902,statement
1667,Zhenya, What?,1902,question
1668,Nastya," That’s a price, right? Performance minus sixty-two thousand.",1902,statement
1669,Alik," No, it’s not a money price, I don’t think.",1902,statement
1670,Ryan, //[UI],1902,disruption
1671,Alik," So, it’s the inefficiency of our system. In the minus, a huge minus.",1902,statement
1672,Natasha, //I don’t know what to do now.,1902,statement
1673,Alik, //But it’s expensive.,1902,statement
1674,Dasha," But it will be so [SL] smooth, right?",1902,question
1675,Nastya, I already picked all these high parameters for [UI].,1902,statement
1676,Ryan, //[UI],1902,statement
1677,Dasha, //Are we ready to sacrifice in the interests of Earth?,1902,question
1678,Nastya to Ryan, [SL] Boot Dwells.,1902,statement
1679,Ryan, [SL] They didn’t buy that. What is the company that is upstairs?,1902,question
1680,Nastya," Ah, look room.",1902,statement
1681,Alik," They have money, yes.",1902,statement
1682,Ryan, [UI],1902,disruption
1683,Alik," Well, now we have drilling at one hundred eighty-one dollars per hour.",1902,statement
1684,Nastya," Well, that’s a lot.",1902,statement
1685,Alik, Yes.,1902,backchannel
1686,Zhenya, Yes.,1902,statement
1687,Dasha, But what are we waiting for?,1902,question
1688,Nastya, Five minutes.,1902,statement
1689,Dasha," Responses, right?... Her message went away again.",1902,question
1690,Zhenya, Didn’t make it.,1902,question
1691,Dasha," No, the one I read. I read it aloud.",1902,statement
1692,Zhenya, //Casually…,1902,floor-grabber
1693,Alik, And after this everyone will fill out D Church eight and then we’ll watch another //video.,1902,statement
1694,Nastya, //[UI],1902,disruption
1695,Dasha, I may be hallucinating… But that message didn’t get there… Although…,1902,disruption
1696,Natasha, //Maybe I took too little. I need more.,1902,statement
1697,Nastya, What?,1902,question
1698,Dasha," I wrote the reply to our biomechanic that you said. Then she answered. It turns out, her message that I read five minutes later became her message again. Then her message disappeared and now that message appeared with this hydrogeologist.",1902,statement
1699,Natasha," Yes, I’m also confused now/",1902,disruption
1700,Ryan and Zhenya, //[UI],1902,disruption
1701,Nastya, I’m not getting an answer.,1902,statement
1702,Alik, //Maybe you’re writing to the wrong place.,1902,statement
1703,Natasha," Yeah, we’re not even writing anymore.",1902,statement
1704,Ryan, //[UI],1902,statement
1705,Zhenya, //[UI] and these non.,1902,statement
1706,Ryan," Yeah, [UI]. Can you close it?",1902,question
1707,Alik," Yes, with a delay:it’s difficult.",1902,statement
1708,Ryan to Zhenya, The second one you already have [UI].,1902,statement
1709,Zhenya, Pipe?,1902,question
1710,Ryan, Yes.,1902,statement
1711,Zhenya, Sixty.,1902,statement
1712,Natasha, Is this because you chose cast iron? Is that why no one is answering us?,1902,question
1713,Ryan to Zhenya, Decisions.,1902,statement
1714,Zhenya, Decisions.,1902,statement
1715,Ryan to Zhenya," Here, and again down here.",1902,statement
1716,Zhenya, And here?,1902,question
1717,Natasha, Maybe I need to increase the wattage?,1902,question
1718,Alik to Natasha, Where else? There is two hundred fifty thousand?,1902,question
1719,Natasha, Yes. That enough? Don’t need it? And the torque? I have sixty-five thousand.,1902,question
1720,Nastya, //[UI],1902,question
1721,Natasha," //I almost… I didn’t extend it all the way, but…",1902,disruption
1722,Alik, What could the maximum be?,1902,question
1723,Natasha," Ninety-nine thousand, and there I think is five hundred thousand.",1902,statement
1724,Nastya," Have you tried, are they there?",1902,question
1725,Natasha," There is more there, yes, of course… //But it’s useless…",1902,floor-grabber
1726,Ryan to Alik, //[UI],1902,statement
1727,Alik, I think Sign off…,1902,disruption
1728,Natasha, Can I please have a small slice of apple?,1902,question
1729,Nastya," Here, take half of mine.",1902,statement
1730,Natasha," Oh, no, no thanks, Dasha.",1902,statement
1731,Nastya to Dasha, Eat this. I’m not… What?,1902,question
1732,Dasha, [UI],1902,disruption
1733,Ryan, What is “Kusai”?,1902,question
1734,Nastya, Bite.,1902,statement
1735,Dasha, //[UI],1902,disruption
1736,Ryan, I didn’t know that…,1902,disruption
1737,Nastya, Really?,1902,question
1738,Ryan, Yeah.,1902,statement
1739,Nastya, Kusat [To Bite].,1902,statement
1740,Ryan, Hm?,1902,question
1741,Nastya, Kusat.,1902,statement
1742,Ryan, Ok.,1902,statement
1743,Nastya, Like “kushat” is “eat”. “Kusat” yeah…,1902,statement
1744,Ryan," Yeah, that’s why I was confused… Kushat, kusat…",1902,statement
1745,Natash,"So, okay. Why did mechanical engineer only give one filter?",1902,question
1746,Dash,Mhm.,1902,backchannel
1747,Natash,Why?,1902,question
1748,Dash,Last time also //there was only filter.,1902,statement
1749,Natash,"//Oy, there were some [UI]… How are you?:are you writing that? Yeah? She isn’t even answering //what you’re writing…",1902,question
1750,Nasty,//And she can’t write to me.,1902,statement
1751,Dasha, And who is this?,1902,question
1752,Nasty,//Operation specialist.,1902,statement
1753,Ali,//[UI],1902,disruption
1754,Natash,"They are displayed, but it’s some kind of nonsense…",1902,floor-grabber
1755,Dash,Yes.,1902,statement
1756,Natash,"//Anyway, some of the messages still haven’t gone anywhere.",1902,statement
1757,Ali,//And they will get their [SL] Max role. I don’t see what you’re writing to him. Why?,1902,question
1758,Dash,"Because she is writing in the chat and not to him, probably, right?",1902,question
1759,Natash,"Yes… Oh, Look, Ryan, look my remote // is piercing me.",1902,statement
1760,Nasty,//He bailed hard.,1902,statement
1761,Rya,Through you?,1902,question
1762,Natash,"Yes, through. See, it made a hole.",1902,statement
1763,Ali,It’s piercing her hand.,1902,statement
1764,Natash,Piercing.,1902,statement
1765,Rya,That’s fashionable.,1902,statement
1766,Nasty,"Fashionable, see, he’s [SL] kidding.",1902,statement
1767,Dash,"Tell me, please, did the crane operator write anything to you?",1902,question
1768,Nasty,Oh!,1902,statement
1769,Ryan to Zheny,Terrain specialist.,1902,statement
1770,Zheny,Mhm.,1902,backchannel
1771,Rya,[UI],1902,disruption
1772,Natash,[laughter] Set her off…,1902,floor-grabber
1773,Nasty,Do they check the chats later?,1902,question
1774,Ali,They check all this.,1902,statement
1775,Dash,Are you writing something vulgar over there?,1902,question
1776,Natash,Then write it in chat.,1902,statement
1777,Nasty,Who?,1902,question
1778,Natash,You.,1902,statement
1779,Ali,And who else?,1902,question
1780,Natash,I also want to know.,1902,statement
1781,Natash,"So, // Martian meteorologist they decided. //Seventy.",1902,statement
1782,Ali,"//Ryan, did you check responses?",1902,question
1783,Rya,//I did. From hydrogeologist. Zhenya is monitoring Martian terrain:OK.,1902,statement
1784,Zheny,Ryan for two…,1902,floor-grabber
1785,Rya,I just said: //Zhenya is watching.,1902,statement
1786,Ali,The key letter… “OK.”,1902,statement
1787,Dash,"And there, mechanical engineer is writing in the window. //Are you not answering or something?",1902,question
1788,Ryan to Zheny,"//Oh, you have a new message.",1902,statement
1789,Zheny,"//Yeah? Oh, What’s new, bro!",1902,statement
1790,Nasty,Who?,1902,question
1791,Zheny,//Ryan.,1902,statement
1792,Natash,"//Ryan wrote to Zhenya: “What’s new, bro?”",1902,question
1793,Zheny,That’s awesome. //Just like us.,1902,statement
1794,Nasty,//Totally. Yes. Are you going to answer?,1902,question
1795,Rya,Nothing new.,1902,statement
1796,Ali,Nothing new.,1902,statement
1797,Zheny,We’re sitting [SL] and chilling.,1902,statement
1798,Ali,Has system written that we need to place checkmarks yet?,1902,question
1799,Natash,No.,1902,statement
1800,Zheny,I feel like it’s time. What’s the delay?,1902,question
1801,Ali,She wrote one time and people placed checkmarks. And then it didn’t work.,1902,statement
1802,Natash,Then I did //[UI],1902,statement
1803,Ali,//[UI],1902,disruption
1804,Rya,//[UI],1902,disruption
1805,Dasha to Nasty,You wrote that? //Wait…,1902,question
1806,Nasty,//Yes.,1902,statement
1807,Dash,"I see that the hydrogeologist sent that to me. I’m like: Oh, dude, moment!! And then it turns out to be you, probably. [To Ryan] What are you saying?",1902,question
1808,Rya,Where?,1902,question
1809,Dash,//[UI],1902,disruption
1810,Natash,//[UI],1902,disruption
1811,Rya,//Crew data.,1902,statement
1812,Ali,"Ah, Zhenya, you’re the meteorologist, right?",1902,question
1813,Zheny,"//No, Ryan is.",1902,statement
1814,Natash,"//No, that’s Ryan.",1902,statement
1815,Ali,"Well, he placed a checkmark. //Then let’s place ours…",1902,statement
1816,Natash,"//Well fine, I will too then…",1902,statement
1817,Zheny,Well I will too.,1902,statement
1818,Ali,"Okay, place your checkmarks.",1902,statement
1819,Zheny,"//Checkmark, Ok and what else, Yes?",1902,question
1820,Natash,//You are allowed to sign off anyway…,1902,floor-grabber
1821,Zheny,For some reason it didn’t go for me…,1902,floor-grabber
1822,Natash,"Ah, leave me alone.",1902,statement
1823,Zheny,"Ah, there it is.",1902,statement
1824,Natash,Now it went away for some reason.,1902,statement
1825,Nastya to Dash,"Well, did you like it?",1902,question
1826,Natasha to Nasty,Ask her in the chat.,1902,statement
1827,Nasty,Look at our dialogue.,1902,statement
1828,Rya,[SL] You are the geologist.,1902,statement
1829,Natash,I thought Dasha was on my team.,1902,statement
1830,Dasha to Natash,"I wrote to you, and what did you answer me? //No-thing…",1902,question
1831,Natash,//You wrote to me about pipes.,1902,statement
1832,Dash,I didn’t write to you about pipes in private chat. I wrote in the [normal] chat.,1902,statement
1833,Natash,[UI],1902,statement
